Data_waalhaven.FEATUREID;Data_waalhaven.RESTRICTION_TYPE;Data_waalhaven.VESSEL_TYPE;Data_waalhaven.VESSEL_LENGTH_FROM;Data_waalhaven.VESSEL_LENGTH_TO;Data_waalhaven.VESSEL_BEAM_FROM;Data_waalhaven.VESSEL_BEAM_TO;Data_waalhaven.VESSEL_DRAUGHT_FROM;Data_waalhaven.VESSEL_DRAUGHT_TO;Data_waalhaven.VESSEL_HEIGHT_FROM;Data_waalhaven.VESSEL_HEIGHT_TO;Data_waalhaven.VESSEL_TONNAGE_FROM;Data_waalhaven.VESSEL_TONNAGE_TO;Data_waalhaven.VESSEL_DIRECTION;Data_waalhaven.SPECIAL_TRANSPORT;Data_waalhaven.VISIBILITY_FROM;Data_waalhaven.VISIBILITY_TO;Data_waalhaven.WIND_DIRECTION_FROM;Data_waalhaven.WIND_DIRECTION_TO;Data_waalhaven.WIND_SPEED_FROM;Data_waalhaven.WIND_SPEED_TO;Data_waalhaven.CURRENT_FROM;Data_waalhaven.CURRENT_TO;Data_waalhaven.CURRENT_TREND;Data_waalhaven.LIGHT_CONDITION;Data_waalhaven.RESTRICTION_VALUE;Data_waalhaven.RESTRICTION_UNIT;Data_waalhaven.RESTRICTION_DESCRIPTION;Data_waalhaven.POLICY_CLEARANCE;Data_waalhaven.POLICY_TUG_NUMBER;Data_waalhaven.POLICY_TUG_TYPE;Data_waalhaven.POLICY_TUG_BOLLARD_PULL;Data_waalhaven.POLICY_REMARKS;Data_waalhaven.STATUS;Data_waalhaven.DATASOURCE;Data_waalhaven.SURVEYMETHOD;Data_waalhaven.SURVEYPRECISION;Data_waalhaven.SURVEYDATE;Data_waalhaven.FUNCSTARTDATE;Data_waalhaven.FUNCENDDATE
N Z100/6/1323;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1324;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1518;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1518;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1221;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1324;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/198;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1325;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1273;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1478;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/206;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/151;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1275;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1256;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/1223;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/366;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1222;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1224;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1209;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1221;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/64;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/974;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/381;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1252;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/175;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/155;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1327;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/674;MINIMUM_UKC;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/101;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1538;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1276;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1240;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1210;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1219;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/180;MINIMUM_UKC_LONG_TERM;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1477;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1478;FRESH_WATER_ALLOWANCE;ALL;;;;;;17,4;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1209;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1282;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1224;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/198;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/198;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/198;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/102;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/102;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/102;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/226;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/226;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/151;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/151;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/151;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1252;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1540;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1540;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1540;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1518;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1518;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1518;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1521;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1521;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1521;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/226;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/101;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/101;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/101;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1477;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1477;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1477;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/381;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/381;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/385;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/385;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/385;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/61;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/61;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/61;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1220;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1220;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/381;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1539;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1539;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1539;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1240;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1240;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1240;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1220;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1221;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1221;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1221;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1222;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1222;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1222;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1223;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1223;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1223;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1224;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1224;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/57;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/57;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/273;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/273;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/273;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/57;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/256;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/256;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1252;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1252;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/82;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/82;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/82;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1538;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1538;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1224;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1546;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1546;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1546;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/256;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1241;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1241;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1241;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1538;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1658;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1658;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1658;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1780;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1780;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1780;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/156;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/156;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/156;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1323;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1324;MINIMUM_UKC;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0;METERS;;;;;;;;;;;;;
N Z100/6/1324;FRESH_WATER_ALLOWANCE;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1324;MINIMUM_UKC_LONG_TERM;ALL;;;;;;;;;;;ALONGSIDE;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1521;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/162;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/791;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1276;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/674;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/1323;MINIMUM_UKC;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,5;METERS;;;;;;;;;;;;;
N Z100/6/274;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1277;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/973;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/971;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/266;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/57;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/151;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
N Z100/6/1254;MINIMUM_UKC_LONG_TERM;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;0,3;METERS;;;;;;;;;;;;;
N Z100/6/1215;FRESH_WATER_ALLOWANCE;ALL;;;;;17,4;;;;;;INBOUND_OUTBOUND;;;;;;;;;;;;2,5;PERCENTAGE;;;;;;;;;;;;;
